pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
5667	The cat is licking a bottle	A cat is playing with a big bottle	NEUTRAL	3.7	A_neutral_B	B_neutral_A	the cat is licking a bottle	a cat plays with a small bottle	SEMEVAL	SEMEVAL	TEST
5668	The cat is licking a bottle	A cat is playing with a small bottle	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a cat plays with a small bottle	the cat is licking a bottle	SEMEVAL	SEMEVAL	TRAIN
5669	A small dog is lying on the bed	A small dog is lying on a bed	ENTAILMENT	5	A_entails_B	B_entails_A	a small dog is laying on a bed	a small dog is laying on a bed	SEMEVAL	SEMEVAL	TEST
5670	A small dog is lying on a bed	A small cat is lying on a bed	NEUTRAL	3.2	A_neutral_B	B_neutral_A	a small dog is laying on a bed	a small dog is laying on a bed	SEMEVAL	SEMEVAL	TEST
5671	A small dog is lying on the bed	A small animal is lying on the bed	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a small dog laying on the bed	a small dog laying on the bed	SEMEVAL	SEMEVAL	TRAIN
5672	A small dog is lying on the bed	A small dog is lying under the bed	NEUTRAL	3.5	A_neutral_B	B_contradicts_A	a small dog laying on the bed	a small dog laying on the bed	SEMEVAL	SEMEVAL	TEST
5673	A small dog is lying on a bed	A small animal is lying on the bed	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a small dog is laying on a bed	a small dog laying on the bed	SEMEVAL	SEMEVAL	TEST
5674	A small dog is lying on a bed	A small dog is lying under the bed	NEUTRAL	3.1	A_neutral_B	B_contradicts_A	a small dog is laying on a bed	a small dog laying on the bed	SEMEVAL	SEMEVAL	TEST
5676	A small dog is lying on the bed	A small cat is lying on a bed	NEUTRAL	2.9	A_neutral_B	B_neutral_A	a small dog laying on the bed	a small dog is laying on a bed	SEMEVAL	SEMEVAL	TRAIN
5677	A small dog is lying on a bed	A small dog is lying on the bed	ENTAILMENT	5	A_entails_B	B_entails_A	a small dog is laying on a bed	a small dog laying on the bed	SEMEVAL	SEMEVAL	TRAIN
5678	A woman is cutting butter	A woman is slicing butter	ENTAILMENT	4.7	A_entails_B	B_entails_A	a woman is slicing butter	a woman is slicing butter	SEMEVAL	SEMEVAL	TRAIN
5679	A woman is slicing butter	A man is slicing butter	NEUTRAL	3.465	A_neutral_B	B_neutral_A	a woman is slicing butter	a woman is slicing butter	SEMEVAL	SEMEVAL	TRAIN
5680	Tofu is being sliced by a woman	A woman is slicing tofu	ENTAILMENT	5	A_entails_B	B_entails_A	a woman slices tofu	a woman slices tofu	SEMEVAL	SEMEVAL	TRAIN
5681	There is no woman slicing tofu	A woman is slicing tofu	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a woman slices tofu	a woman slices tofu	SEMEVAL	SEMEVAL	TEST
5682	A woman is slicing butter	Tofu is being sliced by a woman	NEUTRAL	2.7	A_neutral_B	B_neutral_A	a woman is slicing butter	a woman slices tofu	SEMEVAL	SEMEVAL	TEST
5683	A woman is slicing butter	There is no woman slicing tofu	NEUTRAL	2.8	A_neutral_B	B_neutral_A	a woman is slicing butter	a woman slices tofu	SEMEVAL	SEMEVAL	TRAIN
5684	A woman is slicing tofu	A woman is cutting butter	NEUTRAL	3.1	A_neutral_B	B_neutral_A	a woman slices tofu	a woman is slicing butter	SEMEVAL	SEMEVAL	TEST
5685	A woman is slicing tofu	A man is slicing butter	NEUTRAL	2.9	A_neutral_B	B_neutral_A	a woman slices tofu	a woman is slicing butter	SEMEVAL	SEMEVAL	TEST
5686	A woman is slicing tofu	A woman is slicing butter	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a woman is slicing butter	a woman slices tofu	SEMEVAL	SEMEVAL	TEST
5688	The man is not playing the guitar	The man is playing the guitar	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	the man is playing the guitar	the man is playing the guitar	SEMEVAL	SEMEVAL	TEST
5689	The man is playing with a skull	The person is playing with a skull	ENTAILMENT	4.8	A_entails_B	B_neutral_A	the man is playing with a skull	the man is playing with a skull	SEMEVAL	SEMEVAL	TEST
5690	There is no man playing with a skull	The man is playing with a skull	CONTRADICTION	2.3	A_contradicts_B	B_contradicts_A	the man is playing with a skull	the man is playing with a skull	SEMEVAL	SEMEVAL	TEST
5691	The person is playing with a skull	The man is playing the guitar	NEUTRAL	1.2	A_neutral_B	B_neutral_A	the man is playing the guitar	the man is playing with a skull	SEMEVAL	SEMEVAL	TRAIN
5692	The man is playing the guitar	There is no man playing with a skull	NEUTRAL	1.2	A_neutral_B	B_neutral_A	the man is playing the guitar	the man is playing with a skull	SEMEVAL	SEMEVAL	TEST
5693	The man is playing with a skull	The man is playing the instrument	NEUTRAL	2.2	A_neutral_B	B_neutral_A	the man is playing with a skull	the man is playing the guitar	SEMEVAL	SEMEVAL	TRAIN
5694	The man is not playing the guitar	The man is playing with a skull	NEUTRAL	1.4	A_neutral_B	B_neutral_A	the man is playing with a skull	the man is playing the guitar	SEMEVAL	SEMEVAL	TRAIN
5695	The man is playing the guitar	The man is playing with a skull	NEUTRAL	1.9	A_neutral_B	B_neutral_A	the man is playing the guitar	the man is playing with a skull	SEMEVAL	SEMEVAL	TRAIN
5696	Some cheese is being put on a pizza by a man	A man is putting some cheese on a pizza	ENTAILMENT	5	A_entails_B	B_entails_A	a man puts some cheese on a pizza	a man puts some cheese on a pizza	SEMEVAL	SEMEVAL	TRAIN
5697	There is no man putting some cheese on a pizza	A man is putting some cheese on a pizza	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a man puts some cheese on a pizza	a man puts some cheese on a pizza	SEMEVAL	SEMEVAL	TRAIN
5698	The cook is sprinkling cheese on the pizza	The man is sprinkling cheese on the pizza	NEUTRAL	4	A_neutral_B	B_neutral_A	the man sprinkled cheese on the pizza	the man sprinkled cheese on the pizza	SEMEVAL	SEMEVAL	TRIAL
5699	The man is sprinkling cheese on the pizza	There is no man sprinkling cheese on the pizza	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	the man sprinkled cheese on the pizza	the man sprinkled cheese on the pizza	SEMEVAL	SEMEVAL	TEST
5700	The cook is sprinkling cheese on the pizza	A man is putting some cheese on a pizza	NEUTRAL	4.2	A_neutral_B	B_neutral_A	a man puts some cheese on a pizza	the man sprinkled cheese on the pizza	SEMEVAL	SEMEVAL	TEST
5701	There is no man sprinkling cheese on the pizza	A man is putting some cheese on a pizza	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a man puts some cheese on a pizza	the man sprinkled cheese on the pizza	SEMEVAL	SEMEVAL	TRAIN
5702	Some cheese is being put on a pizza by a man	The man is sprinkling cheese on the pizza	ENTAILMENT	4.7	A_entails_B	B_entails_A	the man sprinkled cheese on the pizza	a man puts some cheese on a pizza	SEMEVAL	SEMEVAL	TEST
5703	There is no man putting some cheese on a pizza	The man is sprinkling cheese on the pizza	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	the man sprinkled cheese on the pizza	a man puts some cheese on a pizza	SEMEVAL	SEMEVAL	TEST
5704	The man is sprinkling cheese on the pizza	A man is putting some cheese on a pizza	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man puts some cheese on a pizza	the man sprinkled cheese on the pizza	SEMEVAL	SEMEVAL	TEST
5705	A man is firing a shotgun	A man is firing a gun	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a man is firing a shot gun	a man is firing a shot gun	SEMEVAL	SEMEVAL	TEST
5706	A man is reloading a shotgun	A man is firing a shotgun	NEUTRAL	3.7	A_contradicts_B	B_neutral_A	a man is firing a shot gun	a man is firing a shot gun	SEMEVAL	SEMEVAL	TRIAL
5707	A man is shooting a shotgun	A man is shooting a weapon	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a man shoots a shotgun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TEST
5708	A man is shooting a shotgun	There is no man shooting a shotgun	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a man shoots a shotgun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TEST
5709	A man is firing a shotgun	A man is shooting a weapon	ENTAILMENT	4.9	A_entails_B	B_neutral_A	a man is firing a shot gun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TEST
5710	A man is firing a shotgun	There is no man shooting a shotgun	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a man is firing a shot gun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TRAIN
5711	A man is shooting a shotgun	A man is firing a gun	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a man shoots a shotgun	a man is firing a shot gun	SEMEVAL	SEMEVAL	TEST
5712	A man is reloading a shotgun	A man is shooting a shotgun	NEUTRAL	4.1	A_contradicts_B	B_neutral_A	a man shoots a shotgun	a man is firing a shot gun	SEMEVAL	SEMEVAL	TRAIN
5713	A man is shooting a shotgun	A man is firing a shotgun	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is firing a shot gun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TEST
5714	A famous singer is dancing on the ceiling	A great singer is dancing on the ceiling	ENTAILMENT	4.3	A_entails_B	B_neutral_A	lionel richie is dancing on the ceiling	lionel richie is dancing on the ceiling	SEMEVAL	SEMEVAL	TEST
5715	There is no famous singer dancing on the ceiling	A famous singer is dancing on the ceiling	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	lionel richie is dancing on the ceiling	lionel richie is dancing on the ceiling	SEMEVAL	SEMEVAL	TEST
5716	A man is dancing on the ceiling	A person is dancing on the ceiling	ENTAILMENT	4.5	A_entails_B	B_neutral_A	lionel ritchie dances while standing on the ceiling	lionel ritchie dances while standing on the ceiling	SEMEVAL	SEMEVAL	TEST
5717	A man is dancing on the floor	A man is dancing on the ceiling	NEUTRAL	3.6	A_neutral_B	B_neutral_A	lionel ritchie dances while standing on the ceiling	lionel ritchie dances while standing on the ceiling	SEMEVAL	SEMEVAL	TRAIN
5718	A famous singer is dancing on the ceiling	A person is dancing on the ceiling	ENTAILMENT	4.5	A_entails_B	B_neutral_A	lionel richie is dancing on the ceiling	lionel ritchie dances while standing on the ceiling	SEMEVAL	SEMEVAL	TRAIN
5719	A man is dancing on the floor	A famous singer is dancing on the ceiling	NEUTRAL	2.8	A_neutral_B	B_neutral_A	lionel richie is dancing on the ceiling	lionel ritchie dances while standing on the ceiling	SEMEVAL	SEMEVAL	TEST
5720	A man is dancing on the ceiling	A great singer is dancing on the ceiling	NEUTRAL	3.9	A_neutral_B	B_neutral_A	lionel ritchie dances while standing on the ceiling	lionel richie is dancing on the ceiling	SEMEVAL	SEMEVAL	TEST
5721	A man is dancing on the ceiling	There is no famous singer dancing on the ceiling	NEUTRAL	3.1	A_neutral_B	B_neutral_A	lionel ritchie dances while standing on the ceiling	lionel richie is dancing on the ceiling	SEMEVAL	SEMEVAL	TEST
5722	A famous singer is dancing on the ceiling	A man is dancing on the ceiling	NEUTRAL	4.1	A_neutral_B	B_neutral_A	lionel richie is dancing on the ceiling	lionel ritchie dances while standing on the ceiling	SEMEVAL	SEMEVAL	TRAIN
5723	A cow is eating grass	A cow is grazing	ENTAILMENT	4.5	A_entails_B	B_entails_A	a cow is eating grass	a cow is eating grass	SEMEVAL	SEMEVAL	TEST
5724	A cow is eating grass	A cow is not eating grass	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a cow is eating grass	a cow is eating grass	SEMEVAL	SEMEVAL	TEST
5725	Hay is being eaten by a cow	A cow is eating hay	ENTAILMENT	5	A_entails_B	B_entails_A	a cow is eating hay	a cow is eating hay	SEMEVAL	SEMEVAL	TRAIN
5726	A cow is not eating hay	A cow is eating hay	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a cow is eating hay	a cow is eating hay	SEMEVAL	SEMEVAL	TEST
5727	Hay is being eaten by a cow	A cow is eating grass	ENTAILMENT	4.1	A_entails_B	B_neutral_A	a cow is eating grass	a cow is eating hay	SEMEVAL	SEMEVAL	TEST
5728	A cow is eating grass	A cow is not eating hay	ENTAILMENT	3.65	A_entails_B	B_neutral_A	a cow is eating grass	a cow is eating hay	SEMEVAL	SEMEVAL	TRAIN
5729	A cow is eating hay	A cow is grazing	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a cow is eating hay	a cow is eating grass	SEMEVAL	SEMEVAL	TEST
5730	A cow is eating hay	A cow is not eating grass	NEUTRAL	3.1	A_neutral_B	B_neutral_A	a cow is eating hay	a cow is eating grass	SEMEVAL	SEMEVAL	TEST
5731	A cow is eating grass	A cow is eating hay	ENTAILMENT	4.2	A_entails_B	B_contradicts_A	a cow is eating grass	a cow is eating hay	SEMEVAL	SEMEVAL	TEST
5732	A man is having lunch	A man is eating	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is eating	a man is eating	SEMEVAL	SEMEVAL	TRAIN
5733	A man is puking	A man is eating	NEUTRAL	2.3	A_neutral_B	B_neutral_A	a man is eating	a man is eating	SEMEVAL	SEMEVAL	TRAIN
5734	A woman is dancing gracefully	A woman is dancing	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a woman is dancing	a woman is dancing	SEMEVAL	SEMEVAL	TEST
5735	A woman is dancing	A woman is sleeping	NEUTRAL	3	A_neutral_B	B_neutral_A	a woman is dancing	a woman is dancing	SEMEVAL	SEMEVAL	TEST
5736	A man is eating	A woman is dancing gracefully	NEUTRAL	1	A_neutral_B	B_neutral_A	a man is eating	a woman is dancing	SEMEVAL	SEMEVAL	TRAIN
5737	A man is eating	A woman is sleeping	NEUTRAL	1.1	A_neutral_B	B_neutral_A	a man is eating	a woman is dancing	SEMEVAL	SEMEVAL	TRAIN
5738	A man is having lunch	A woman is dancing	NEUTRAL	1	A_neutral_B	B_neutral_A	a woman is dancing	a man is eating	SEMEVAL	SEMEVAL	TEST
5739	A woman is dancing	A man is puking	NEUTRAL	1.2	A_neutral_B	B_neutral_A	a woman is dancing	a man is eating	SEMEVAL	SEMEVAL	TRAIN
5740	A man is eating	A woman is dancing	NEUTRAL	1.1	A_neutral_B	B_neutral_A	a man is eating	a woman is dancing	SEMEVAL	SEMEVAL	TRAIN
5741	A baby is playing with a doll	A baby is playing with a toy	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a baby is playing with a doll	a baby is playing with a doll	SEMEVAL	SEMEVAL	TRAIN
5742	A baby is not playing with a doll	A baby is playing with a doll	CONTRADICTION	3.85	A_contradicts_B	B_contradicts_A	a baby is playing with a doll	a baby is playing with a doll	SEMEVAL	SEMEVAL	TRAIN
5743	A tiger cub is playing with a ball	A baby tiger is playing with a ball	ENTAILMENT	4.9	A_entails_B	B_entails_A	a baby tiger is playing with a ball	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TEST
5744	A baby tiger is playing with a ball	There is no baby tiger playing with a ball	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a baby tiger is playing with a ball	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TRAIN
5745	A tiger cub is playing with a ball	A baby is playing with a doll	NEUTRAL	1.4	A_neutral_B	B_neutral_A	a baby is playing with a doll	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TRIAL
5746	A baby is playing with a doll	There is no baby tiger playing with a ball	NEUTRAL	3.1	A_neutral_B	B_neutral_A	a baby is playing with a doll	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TEST
5747	A baby is playing with a toy	A baby tiger is playing with a ball	NEUTRAL	3.2	A_neutral_B	B_neutral_A	a baby tiger is playing with a ball	a baby is playing with a doll	SEMEVAL	SEMEVAL	TRIAL
5748	A baby tiger is playing with a ball	A baby is not playing with a doll	NEUTRAL	2.1	A_neutral_B	B_neutral_A	a baby tiger is playing with a ball	a baby is playing with a doll	SEMEVAL	SEMEVAL	TEST
5749	A baby tiger is playing with a ball	A baby is playing with a doll	NEUTRAL	2.1	A_neutral_B	B_neutral_A	a baby is playing with a doll	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TRAIN
5750	The man is playing a game on a lawn	The man is playing a game on the grass	ENTAILMENT	4.2	A_entails_B	B_entails_A	the men played follow the leader on the grass	the men played follow the leader on the grass	SEMEVAL	SEMEVAL	TRAIN
5751	The man is playing a game on the grass	There is no man playing a game on the grass	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	the men played follow the leader on the grass	the men played follow the leader on the grass	SEMEVAL	SEMEVAL	TRAIN
5752	The rhino is grazing on the grass	The animal is grazing on the grass	ENTAILMENT	4.4	A_entails_B	B_neutral_A	the rhino grazed on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TRAIN
5753	The rhino is grazing on the grass	There is no rhino grazing on the grass	CONTRADICTION	2.8	A_contradicts_B	B_contradicts_A	the rhino grazed on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TRAIN
5754	The man is playing a game on the grass	The animal is grazing on the grass	NEUTRAL	2.1	A_neutral_B	B_neutral_A	the men played follow the leader on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TEST
5755	The man is playing a game on the grass	There is no rhino grazing on the grass	NEUTRAL	1.7	A_neutral_B	B_neutral_A	the men played follow the leader on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TRAIN
5756	The man is playing a game on a lawn	The rhino is grazing on the grass	NEUTRAL	1	A_neutral_B	B_neutral_A	the rhino grazed on the grass	the men played follow the leader on the grass	SEMEVAL	SEMEVAL	TRAIN
5757	The rhino is grazing on the grass	There is no man playing a game on the grass	NEUTRAL	1.7	A_neutral_B	B_neutral_A	the rhino grazed on the grass	the men played follow the leader on the grass	SEMEVAL	SEMEVAL	TEST
5758	The man is playing a game on the grass	The rhino is grazing on the grass	NEUTRAL	1.9	A_neutral_B	B_neutral_A	the men played follow the leader on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TRAIN
5759	A man is talking to a woman	A man and a woman are speaking	ENTAILMENT	4.8	A_entails_B	B_entails_A	a man is talking to a woman	a man is talking to a woman	SEMEVAL	SEMEVAL	TEST
5760	A man is talking to a boy	A man is talking to a woman	NEUTRAL	3.4	A_contradicts_B	B_neutral_A	a man is talking to a woman	a man is talking to a woman	SEMEVAL	SEMEVAL	TEST
5761	A woman is talking to a man	A man is talking to a woman	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is talking to a woman	a man is talking to a woman	SEMEVAL	SEMEVAL	TRAIN
5762	A woman is cracking eggs	A woman is breaking eggs	ENTAILMENT	4.8	A_entails_B	B_entails_A	a woman is cracking eggs	a woman is cracking eggs	SEMEVAL	SEMEVAL	TRAIN
5763	A man is cracking eggs	A woman is cracking eggs	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a woman is cracking eggs	a woman is cracking eggs	SEMEVAL	SEMEVAL	TEST
5764	A man is talking to a woman	A woman is breaking eggs	NEUTRAL	1.1	A_neutral_B	B_neutral_A	a man is talking to a woman	a woman is cracking eggs	SEMEVAL	SEMEVAL	TRAIN
5765	A man is cracking eggs	A man is talking to a woman	NEUTRAL	1.8	A_neutral_B	B_neutral_A	a woman is cracking eggs	a man is talking to a woman	SEMEVAL	SEMEVAL	TRAIN
5766	A man and a woman are speaking	A woman is cracking eggs	NEUTRAL	1.4	A_neutral_B	B_neutral_A	a woman is cracking eggs	a man is talking to a woman	SEMEVAL	SEMEVAL	TEST
5767	A woman is cracking eggs	A man is talking to a boy	NEUTRAL	1	A_neutral_B	B_neutral_A	a woman is cracking eggs	a man is talking to a woman	SEMEVAL	SEMEVAL	TEST
5768	A woman is talking to a man	A woman is cracking eggs	NEUTRAL	1.6	A_neutral_B	B_neutral_A	a woman is cracking eggs	a man is talking to a woman	SEMEVAL	SEMEVAL	TRAIN
5769	A man is talking to a woman	A woman is cracking eggs	NEUTRAL	1	A_neutral_B	B_neutral_A	a man is talking to a woman	a woman is cracking eggs	SEMEVAL	SEMEVAL	TEST
5770	A bicycle is being ridden by a man	A man is riding a bicycle	ENTAILMENT	4.8	A_entails_B	B_entails_A	a man is riding a bicycle	a man is riding a bicycle	SEMEVAL	SEMEVAL	TRAIN
5771	A man is riding a bicycle	A man is not riding a bicycle	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	a man is riding a bicycle	a man is riding a bicycle	SEMEVAL	SEMEVAL	TEST
5772	A man is riding an electric bicycle	A person is riding an electric bicycle	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is riding an electric bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TRAIN
5773	A man is riding an electric bicycle	There is no man riding an electric bicycle	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a man is riding an electric bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TRAIN
5774	A person is riding an electric bicycle	A man is riding a bicycle	NEUTRAL	4.2	A_neutral_B	B_neutral_A	a man is riding a bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TEST
5775	A man is riding a bicycle	There is no man riding an electric bicycle	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a man is riding a bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TEST
5776	A man is riding an electric bicycle	A bicycle is being ridden by a man	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a man is riding an electric bicycle	a man is riding a bicycle	SEMEVAL	SEMEVAL	TRAIN
5777	A man is riding an electric bicycle	A man is not riding a bicycle	CONTRADICTION	2.6	A_contradicts_B	B_contradicts_A	a man is riding an electric bicycle	a man is riding a bicycle	SEMEVAL	SEMEVAL	TRAIN
5778	A man is riding an electric bicycle	A man is riding a bicycle	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a man is riding a bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TEST
5779	A cat is jumping into a container	A cat is jumping into a box	ENTAILMENT	4.4	A_entails_B	B_entails_A	a cat is jumping into a box	a cat is jumping into a box	SEMEVAL	SEMEVAL	TRAIN
5780	A dog is jumping into a box	A cat is jumping into a box	NEUTRAL	2.6	A_neutral_B	B_neutral_A	a cat is jumping into a box	a cat is jumping into a box	SEMEVAL	SEMEVAL	TEST
5781	A boy is talking to a leaf	A young man is talking to a leaf	ENTAILMENT	4.4	A_entails_B	B_entails_A	a young man is talking to a leaf	a young man is talking to a leaf	SEMEVAL	SEMEVAL	TRAIN
5782	An old man is talking to a leaf	A young man is talking to a leaf	NEUTRAL	3.915	A_neutral_B	B_neutral_A	a young man is talking to a leaf	a young man is talking to a leaf	SEMEVAL	SEMEVAL	TEST
5783	A boy is talking to a leaf	A cat is jumping into a box	NEUTRAL	1	A_neutral_B	B_neutral_A	a cat is jumping into a box	a young man is talking to a leaf	SEMEVAL	SEMEVAL	TEST
5784	An old man is talking to a leaf	A cat is jumping into a box	NEUTRAL	1.5	A_neutral_B	B_neutral_A	a cat is jumping into a box	a young man is talking to a leaf	SEMEVAL	SEMEVAL	TEST
5785	A cat is jumping into a container	A young man is talking to a leaf	NEUTRAL	1	A_neutral_B	B_neutral_A	a young man is talking to a leaf	a cat is jumping into a box	SEMEVAL	SEMEVAL	TEST
5786	A young man is talking to a leaf	A dog is jumping into a box	NEUTRAL	1	A_neutral_B	B_neutral_A	a young man is talking to a leaf	a cat is jumping into a box	SEMEVAL	SEMEVAL	TEST
5787	A cat is jumping into a box	A young man is talking to a leaf	NEUTRAL	1	A_neutral_B	B_neutral_A	a cat is jumping into a box	a young man is talking to a leaf	SEMEVAL	SEMEVAL	TRAIN
5788	A fish is being cut by a man	A man is cutting a fish	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is cutting up a fish	a man is cutting up a fish	SEMEVAL	SEMEVAL	TRAIN
5789	There is no man cutting a fish	A man is cutting a fish	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a man is cutting up a fish	a man is cutting up a fish	SEMEVAL	SEMEVAL	TEST
5790	A man is slicing a fish	A fish is being sliced by a man	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is slicing open a fish	a man is slicing open a fish	SEMEVAL	SEMEVAL	TEST
5791	A man is slicing a fish	A woman is slicing a fish	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a man is slicing open a fish	a man is slicing open a fish	SEMEVAL	SEMEVAL	TRAIN
5792	A man is cutting a fish	A fish is being sliced by a man	ENTAILMENT	4.8	A_entails_B	B_entails_A	a man is cutting up a fish	a man is slicing open a fish	SEMEVAL	SEMEVAL	TRAIN
5793	A man is cutting a fish	A woman is slicing a fish	NEUTRAL	3	A_neutral_B	B_neutral_A	a man is cutting up a fish	a man is slicing open a fish	SEMEVAL	SEMEVAL	TEST
5794	A man is slicing a fish	A fish is being cut by a man	ENTAILMENT	4.4	A_entails_B	B_entails_A	a man is slicing open a fish	a man is cutting up a fish	SEMEVAL	SEMEVAL	TRAIN
5795	A man is slicing a fish	There is no man cutting a fish	CONTRADICTION	2.8	A_contradicts_B	B_contradicts_A	a man is slicing open a fish	a man is cutting up a fish	SEMEVAL	SEMEVAL	TEST
5796	A man is slicing a fish	A man is cutting a fish	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man is cutting up a fish	a man is slicing open a fish	SEMEVAL	SEMEVAL	TEST
5797	A person is frying some food	A person is cooking some food	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a person is frying	a person is frying	SEMEVAL	SEMEVAL	TRAIN
5798	A person is not frying	A person is frying some food	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a person is frying	a person is frying	SEMEVAL	SEMEVAL	TEST
5799	A person is peeling a potato	A potato is being peeled by a person	ENTAILMENT	5	A_entails_B	B_entails_A	a person is peeling a potato	a person is peeling a potato	SEMEVAL	SEMEVAL	TRIAL
5800	A person is peeling a potato	There is no person peeling a potato	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a person is peeling a potato	a person is peeling a potato	SEMEVAL	SEMEVAL	TEST
5801	A potato is being peeled by a person	A person is frying some food	NEUTRAL	2.3	A_neutral_B	B_neutral_A	a person is frying	a person is peeling a potato	SEMEVAL	SEMEVAL	TRAIN
5802	There is no person peeling a potato	A person is frying some food	NEUTRAL	2	A_neutral_B	B_neutral_A	a person is frying	a person is peeling a potato	SEMEVAL	SEMEVAL	TEST
5803	A person is cooking some food	A person is peeling a potato	NEUTRAL	2.9	A_neutral_B	B_neutral_A	a person is peeling a potato	a person is frying	SEMEVAL	SEMEVAL	TEST
5804	A person is not frying	A person is peeling a potato	NEUTRAL	1.6	A_neutral_B	B_neutral_A	a person is peeling a potato	a person is frying	SEMEVAL	SEMEVAL	TEST
5805	A person is frying some food	A person is peeling a potato	NEUTRAL	2.4	A_neutral_B	B_neutral_A	a person is frying	a person is peeling a potato	SEMEVAL	SEMEVAL	TEST
5806	A man is rowing a canoe	A man is rowing a boat	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a man is rowing a boat	a man is rowing a boat	SEMEVAL	SEMEVAL	TRIAL
5807	A man is rowing a boat	A woman is rowing a boat	NEUTRAL	2.8	A_neutral_B	B_neutral_A	a man is rowing a boat	a man is rowing a boat	SEMEVAL	SEMEVAL	TEST
5808	A man is shooting with a gun	A man is shooting with a weapon	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a man is shooting off a gun	a man is shooting off a gun	SEMEVAL	SEMEVAL	TEST
5809	A man is shooting with a bow	A man is shooting with a gun	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a man is shooting off a gun	a man is shooting off a gun	SEMEVAL	SEMEVAL	TEST
5810	A man is rowing a boat	A man is shooting with a weapon	NEUTRAL	1.1	A_neutral_B	B_neutral_A	a man is rowing a boat	a man is shooting off a gun	SEMEVAL	SEMEVAL	TRAIN
